"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON MEASURE","ITEM MEASURE","MEASURE DIFFERENCE","LOG(PROBABILITY)","PREDICTED PERSON MEASURE","PREDICTED ITEM MEASURE","MORE PROBABLE RESPONSE","CODE","PERSON LABEL","ITEM LABEL"
25,7,0,0,1.516,.348,-2.570,-1.516,2.214,.994,1.220,-3.011,-1.063,4.271,2,"00","SEILER, KAREN","WATCH ANIMAL MOVE"
25,8,2,2,1.226,.385,1.248,.774,2.214,1.641,.574,-1.106,3.923,-.068,1,"02","SEILER, KAREN","LOOK IN SIDEWALK CRACKS"
25,9,2,2,1.681,.273,.609,.319,2.214,.600,1.615,-.343,2.492,.322,2,"02","SEILER, KAREN","LEARN WEED NAMES"
25,10,2,2,1.950,.048,.227,.050,2.214,-1.570,3.784,-.051,.473,.171,2,"02","SEILER, KAREN","LISTEN TO BIRD SING"
25,11,2,2,1.901,.090,.329,.099,2.214,-1.372,3.586,-.103,1.135,-.293,2,"02","SEILER, KAREN","FIND WHERE ANIMAL LIVES"
25,12,2,2,1.966,.033,.187,.034,2.214,-1.139,3.354,-.034,-.041,1.116,2,"02","SEILER, KAREN","GO TO MUSEUM"
25,13,2,2,1.968,.035,.171,.032,2.214,-.896,3.110,-.030,.437,.881,2,"02","SEILER, KAREN","GROW GARDEN"
25,14,2,2,1.688,.245,.630,.312,2.214,.294,1.921,-.352,2.489,.019,2,"02","SEILER, KAREN","LOOK AT PICTURES OF PLANTS"
25,15,2,2,1.874,.117,.368,.126,2.214,-.559,2.773,-.130,1.448,.207,2,"02","SEILER, KAREN","READ ANIMAL STORIES"
25,16,1,1,1.586,.279,-1.108,-.586,2.214,.468,1.746,-.974,.468,2.214,2,"01","SEILER, KAREN","MAKE A MAP"
25,17,2,2,1.765,.200,.526,.235,2.214,.045,2.169,-.255,2.142,.118,2,"02","SEILER, KAREN","WATCH WHAT ANIMALS EAT"
25,18,2,2,1.994,.007,.079,.006,2.214,-2.256,4.470,-.006,-.979,.937,2,"02","SEILER, KAREN","GO ON PICNIC"
25,19,2,2,1.984,.017,.128,.016,2.214,-2.161,4.375,-.016,-.502,.556,2,"02","SEILER, KAREN","GO TO ZOO"
25,20,1,1,1.206,.429,-.314,-.206,2.214,1.747,.468,-.637,1.747,2.214,1,"01","SEILER, KAREN","WATCH BUGS"
25,21,2,2,1.922,.077,.283,.078,2.214,-.804,3.018,-.079,.997,.413,2,"02","SEILER, KAREN","WATCH BIRD MAKE NEST"
25,22,2,2,1.792,.184,.486,.208,2.214,-.009,2.224,-.222,2.003,.202,2,"02","SEILER, KAREN","FIND OUT WHAT ANIMALS EAT"
25,23,0,0,1.147,.541,-1.560,-1.147,2.214,1.947,.268,-1.572,.154,4.007,1,"00","SEILER, KAREN","WATCH A RAT"
25,24,2,2,1.873,.122,.364,.127,2.214,-.320,2.535,-.130,1.496,.397,2,"02","SEILER, KAREN","FIND OUT WHAT FLOWERS LIVE ON"
25,25,2,2,1.694,.252,.610,.306,2.214,.421,1.793,-.338,2.457,.179,2,"02","SEILER, KAREN","TALK W/FRIENDS ABOUT PLANTS"
26,1,1,1,1.227,.290,-.422,-.227,-.089,-.892,.802,-.417,-.892,-.089,1,"01","NEIMAN, RAYMOND","WATCH BIRDS"
26,2,1,1,1.301,.538,-.411,-.301,-.089,-.611,.521,-.992,-.611,-.089,2,"01","NEIMAN, RAYMOND","READ BOOKS ON ANIMALS"
26,3,1,1,.856,.388,.231,.144,-.089,.279,-.368,-.526,.279,-.089,1,"01","NEIMAN, RAYMOND","READ BOOKS ON PLANTS"
26,4,1,1,.382,.265,1.202,.618,-.089,1.802,-1.891,-1.042,1.802,-.089,0,"01","NEIMAN, RAYMOND","WATCH GRASS CHANGE"
26,5,1,1,.165,.156,2.115,.835,-.089,2.189,-2.278,-1.913,2.189,-.089,0,"01","NEIMAN, RAYMOND","FIND BOTTLES AND CANS"
26,6,1,1,.899,.399,.160,.101,-.089,.164,-.253,-.526,.164,-.089,1,"01","NEIMAN, RAYMOND","LOOK UP STRANGE ANIMAL OR PLANT"
26,7,1,1,.533,.370,.768,.467,-.089,.994,-1.083,-.887,.994,-.089,0,"01","NEIMAN, RAYMOND","WATCH ANIMAL MOVE"
26,8,1,1,.382,.276,1.175,.618,-.089,1.641,-1.730,-1.072,1.641,-.089,0,"01","NEIMAN, RAYMOND","LOOK IN SIDEWALK CRACKS"
26,9,1,1,.658,.456,.507,.342,-.089,.600,-.689,-.851,.600,-.089,0,"01","NEIMAN, RAYMOND","LEARN WEED NAMES"
26,10,1,1,1.605,.305,-1.095,-.605,-.089,-1.570,1.480,-1.111,-1.570,-.089,2,"01","NEIMAN, RAYMOND","LISTEN TO BIRD SING"
26,11,1,1,1.428,.316,-.761,-.428,-.089,-1.372,1.283,-.691,-1.372,-.089,1,"01","NEIMAN, RAYMOND","FIND WHERE ANIMAL LIVES"
26,12,1,1,1.741,.192,-1.690,-.741,-.089,-1.139,1.050,-1.350,-2.238,1.009,2,"01","NEIMAN, RAYMOND","GO TO MUSEUM"
26,13,1,1,1.538,.516,-.749,-.538,-.089,-.896,.807,-1.637,-.896,-.089,2,"01","NEIMAN, RAYMOND","GROW GARDEN"
26,14,1,1,.839,.414,.250,.161,-.089,.294,-.383,-.580,.294,-.089,1,"01","NEIMAN, RAYMOND","LOOK AT PICTURES OF PLANTS"
26,15,1,1,1.222,.457,-.328,-.222,-.089,-.559,.470,-.706,-.559,-.089,1,"01","NEIMAN, RAYMOND","READ ANIMAL STORIES"
26,16,1,1,.801,.353,.335,.199,-.089,.468,-.558,-.499,.468,-.089,1,"01","NEIMAN, RAYMOND","MAKE A MAP"
26,17,1,1,.939,.450,.091,.061,-.089,.045,-.135,-.605,.045,-.089,1,"01","NEIMAN, RAYMOND","WATCH WHAT ANIMALS EAT"
26,18,1,1,1.918,.100,-2.900,-.918,-.089,-2.256,2.167,-2.846,-2.256,-.089,2,"01","NEIMAN, RAYMOND","GO ON PICNIC"
26,19,1,1,1.834,.166,-2.049,-.834,-.089,-2.161,2.071,-1.970,-2.161,-.089,2,"01","NEIMAN, RAYMOND","GO TO ZOO"
26,20,1,1,.315,.252,1.365,.685,-.089,1.747,-1.836,-1.274,1.747,-.089,0,"01","NEIMAN, RAYMOND","WATCH BUGS"
26,21,1,1,1.373,.469,-.545,-.373,-.089,-.804,.715,-.936,-.804,-.089,2,"01","NEIMAN, RAYMOND","WATCH BIRD MAKE NEST"
26,22,1,1,.962,.477,.055,.038,-.089,-.009,-.080,-.652,-.009,-.089,1,"01","NEIMAN, RAYMOND","FIND OUT WHAT ANIMALS EAT"
26,23,1,1,.199,.187,1.850,.801,-.089,1.947,-2.036,-1.763,1.947,-.089,0,"01","NEIMAN, RAYMOND","WATCH A RAT"
26,24,1,1,1.125,.536,-.171,-.125,-.089,-.320,.231,-.801,-.320,-.089,1,"01","NEIMAN, RAYMOND","FIND OUT WHAT FLOWERS LIVE ON"
26,25,1,1,.764,.446,.354,.236,-.089,.421,-.511,-.697,.421,-.089,1,"01","NEIMAN, RAYMOND","TALK W/FRIENDS ABOUT PLANTS"
27,1,1,1,1.294,.293,-.543,-.294,.140,-.892,1.032,-.477,-.892,.140,1,"01","DENNY, DON","WATCH BIRDS"
27,2,1,1,1.419,.483,-.602,-.419,.140,-.611,.751,-1.074,-.611,.140,2,"01","DENNY, DON","READ BOOKS ON ANIMALS"
27,3,1,1,.946,.393,.087,.054,.140,.279,-.139,-.504,.279,.140,1,"01","DENNY, DON","READ BOOKS ON PLANTS"
27,4,0,0,.445,.288,-.829,-.445,.140,1.802,-1.662,-.552,-.656,2.598,0,"00","DENNY, DON","WATCH GRASS CHANGE"
27,5,0,0,.205,.190,-.470,-.205,.140,2.189,-2.049,-.212,.357,1.972,0,"00","DENNY, DON","FIND BOTTLES AND CANS"
27,6,1,1,.991,.401,.015,.009,.140,.164,-.024,-.513,.164,.140,1,"01","DENNY, DON","LOOK UP STRANGE ANIMAL OR PLANT"
27,7,1,1,.622,.403,.596,.378,.140,.994,-.854,-.789,.994,.140,0,"01","DENNY, DON","WATCH ANIMAL MOVE"
27,8,1,1,.449,.305,.998,.551,.140,1.641,-1.501,-.938,1.641,.140,0,"01","DENNY, DON","LOOK IN SIDEWALK CRACKS"
27,9,0,0,.766,.489,-1.096,-.766,.140,.600,-.460,-.945,-1.293,2.032,1,"00","DENNY, DON","LEARN WEED NAMES"
27,10,1,1,1.670,.266,-1.298,-.670,.140,-1.570,1.710,-1.257,-1.570,.140,2,"01","DENNY, DON","LISTEN TO BIRD SING"
27,11,1,1,1.499,.301,-.909,-.499,.140,-1.372,1.512,-.798,-1.372,.140,2,"01","DENNY, DON","FIND WHERE ANIMAL LIVES"
27,12,2,2,1.782,.170,.528,.218,.140,-1.139,1.279,-.246,-.041,-.959,2,"02","DENNY, DON","GO TO MUSEUM"
27,13,2,2,1.644,.415,.552,.356,.140,-.896,1.036,-.305,.437,-1.193,2,"02","DENNY, DON","GROW GARDEN"
27,14,1,1,.935,.421,.100,.065,.140,.294,-.154,-.554,.294,.140,1,"01","DENNY, DON","LOOK AT PICTURES OF PLANTS"
27,15,1,1,1.324,.432,-.493,-.324,.140,-.559,.699,-.769,-.559,.140,1,"01","DENNY, DON","READ ANIMAL STORIES"
27,16,1,1,.883,.357,.197,.117,.140,.468,-.328,-.463,.468,.140,1,"01","DENNY, DON","MAKE A MAP"
27,17,0,0,1.043,.451,-1.552,-1.043,.140,.045,.095,-1.584,-2.051,2.236,1,"00","DENNY, DON","WATCH WHAT ANIMALS EAT"
27,18,2,2,1.937,.074,.230,.063,.140,-2.256,2.396,-.056,-.979,-1.137,2,"02","DENNY, DON","GO ON PICNIC"
27,19,2,2,1.868,.132,.364,.132,.140,-2.161,2.300,-.132,-.502,-1.518,2,"02","DENNY, DON","GO TO ZOO"
27,20,1,1,.377,.287,1.163,.623,.140,1.747,-1.607,-1.124,1.747,.140,0,"01","DENNY, DON","WATCH BUGS"
27,21,2,2,1.475,.419,.811,.525,.140,-.804,.944,-.581,.997,-1.661,2,"02","DENNY, DON","WATCH BIRD MAKE NEST"
27,22,0,0,1.071,.476,-1.553,-1.071,.140,-.009,.149,-1.586,-2.022,2.153,1,"00","DENNY, DON","FIND OUT WHAT ANIMALS EAT"
27,23,2,2,.247,.228,3.675,1.753,.140,1.947,-1.807,-3.869,3.739,-1.652,0,"02","DENNY, DON","WATCH A RAT"
27,24,2,2,1.245,.510,1.057,.755,.140,-.320,.460,-.897,1.496,-1.677,1,"02","DENNY, DON","FIND OUT WHAT FLOWERS LIVE ON"
27,25,1,1,.868,.463,.194,.132,.140,.421,-.281,-.655,.421,.140,1,"01","DENNY, DON","TALK W/FRIENDS ABOUT PLANTS"
28,1,2,2,1.362,.294,1.176,.638,.374,-.892,1.265,-.932,1.879,-2.397,1,"02","ALLEN, PETER","WATCH BIRDS"
28,2,2,2,1.524,.420,.735,.476,.374,-.611,.984,-.496,1.065,-1.302,2,"02","ALLEN, PETER","READ BOOKS ON ANIMALS"
28,3,1,1,1.037,.393,-.060,-.037,.374,.279,.095,-.502,.279,.374,1,"01","ALLEN, PETER","READ BOOKS ON PLANTS"
28,4,1,1,.515,.309,.873,.485,.374,1.802,-1.428,-.786,1.802,.374,0,"01","ALLEN, PETER","WATCH GRASS CHANGE"
28,5,1,1,.254,.230,1.556,.746,.374,2.189,-1.815,-1.546,2.189,.374,0,"01","ALLEN, PETER","FIND BOTTLES AND CANS"
28,6,0,0,1.084,.400,-1.715,-1.084,.374,.164,.210,-1.825,-2.106,2.643,1,"00","ALLEN, PETER","LOOK UP STRANGE ANIMAL OR PLANT"
28,7,2,2,.719,.431,1.952,1.281,.374,.994,-.620,-2.169,3.050,-1.683,1,"02","ALLEN, PETER","WATCH ANIMAL MOVE"
28,8,0,0,.523,.332,-.909,-.523,.374,1.641,-1.267,-.659,-.641,2.656,0,"00","ALLEN, PETER","LOOK IN SIDEWALK CRACKS"
28,9,0,0,.883,.511,-1.236,-.883,.374,.600,-.226,-1.138,-1.293,2.266,1,"00","ALLEN, PETER","LEARN WEED NAMES"
28,10,2,2,1.728,.229,.569,.272,.374,-1.570,1.943,-.297,.473,-1.670,2,"02","ALLEN, PETER","LISTEN TO BIRD SING"
28,11,1,1,1.567,.281,-1.069,-.567,.374,-1.372,1.746,-.922,-1.372,.374,2,"01","ALLEN, PETER","FIND WHERE ANIMAL LIVES"
28,12,2,2,1.819,.148,.469,.181,.374,-1.139,1.513,-.199,-.041,-.725,2,"02","ALLEN, PETER","GO TO MUSEUM"
28,13,2,2,1.730,.322,.475,.270,.374,-.896,1.270,-.232,.437,-.960,2,"02","ALLEN, PETER","GROW GARDEN"
28,14,1,1,1.034,.422,-.052,-.034,.374,.294,.080,-.550,.294,.374,1,"01","ALLEN, PETER","LOOK AT PICTURES OF PLANTS"
28,15,2,2,1.421,.398,.918,.579,.374,-.559,.933,-.697,1.448,-1.633,2,"02","ALLEN, PETER","READ ANIMAL STORIES"
28,16,1,1,.966,.358,.057,.034,.374,.468,-.095,-.445,.468,.374,1,"01","ALLEN, PETER","MAKE A MAP"
28,17,0,0,1.147,.443,-1.723,-1.147,.374,.045,.328,-1.840,-2.051,2.470,1,"00","ALLEN, PETER","WATCH WHAT ANIMALS EAT"
28,18,2,2,1.952,.055,.202,.048,.374,-2.256,2.630,-.044,-.979,-.904,2,"02","ALLEN, PETER","GO ON PICNIC"
28,19,2,2,1.895,.105,.323,.105,.374,-2.161,2.534,-.104,-.502,-1.285,2,"02","ALLEN, PETER","GO TO ZOO"
28,20,0,0,.448,.323,-.789,-.448,.374,1.747,-1.373,-.529,-.373,2.493,0,"00","ALLEN, PETER","WATCH BUGS"
28,21,1,1,1.566,.364,-.938,-.566,.374,-.804,1.178,-1.156,-.804,.374,2,"01","ALLEN, PETER","WATCH BIRD MAKE NEST"
28,22,2,2,1.181,.463,1.203,.819,.374,-.009,.383,-1.083,2.003,-1.639,1,"02","ALLEN, PETER","FIND OUT WHAT ANIMALS EAT"
28,23,0,0,.305,.275,-.583,-.305,.374,1.947,-1.573,-.320,.154,2.166,0,"00","ALLEN, PETER","WATCH A RAT"
28,24,1,1,1.360,.470,-.525,-.360,.374,-.320,.694,-.915,-.320,.374,2,"01","ALLEN, PETER","FIND OUT WHAT FLOWERS LIVE ON"
28,25,1,1,.977,.471,.033,.023,.374,.421,-.048,-.637,.421,.374,1,"01","ALLEN, PETER","TALK W/FRIENDS ABOUT PLANTS"
29,1,1,1,.860,.284,.263,.140,-1.391,-.892,-.499,-.362,-.892,-1.391,1,"01","LANDMAN, ALAN","WATCH BIRDS"
29,2,0,0,.567,.476,-.823,-.567,-1.391,-.611,-.780,-.602,-2.286,.285,0,"00","LANDMAN, ALAN","READ BOOKS ON ANIMALS"
29,3,0,0,.403,.285,-.756,-.403,-1.391,.279,-1.669,-.480,-2.020,.908,0,"00","LANDMAN, ALAN","READ BOOKS ON PLANTS"
29,4,0,0,.134,.119,-.389,-.134,-1.391,1.802,-3.193,-.143,-.656,1.067,0,"00","LANDMAN, ALAN","WATCH GRASS CHANGE"
29,5,1,1,.047,.046,4.434,.953,-1.391,2.189,-3.579,-3.091,2.189,-1.391,0,"01","LANDMAN, ALAN","FIND BOTTLES AND CANS"
29,6,0,0,.430,.298,-.787,-.430,-1.391,.164,-1.554,-.516,-2.106,.879,0,"00","LANDMAN, ALAN","LOOK UP STRANGE ANIMAL OR PLANT"
29,7,1,1,.188,.167,1.990,.812,-1.391,.994,-2.385,-1.748,.994,-1.391,0,"01","LANDMAN, ALAN","WATCH ANIMAL MOVE"
29,8,0,0,.131,.118,-.382,-.131,-1.391,1.641,-3.031,-.138,-.641,.891,0,"00","LANDMAN, ALAN","LOOK IN SIDEWALK CRACKS"
29,9,0,0,.229,.206,-.505,-.229,-1.391,.600,-1.990,-.241,-1.293,.501,0,"00","LANDMAN, ALAN","LEARN WEED NAMES"
29,10,1,1,1.084,.465,-.123,-.084,-1.391,-1.570,.179,-.639,-1.570,-1.391,1,"01","LANDMAN, ALAN","LISTEN TO BIRD SING"
29,11,1,1,.994,.339,.011,.006,-1.391,-1.372,-.019,-.414,-1.372,-1.391,1,"01","LANDMAN, ALAN","FIND WHERE ANIMAL LIVES"
29,12,1,1,1.437,.246,-.882,-.437,-1.391,-1.139,-.251,-.575,-2.238,-.292,1,"01","LANDMAN, ALAN","GO TO MUSEUM"
29,13,0,0,.645,.650,-.800,-.645,-1.391,-.896,-.495,-.570,-2.229,-.058,0,"00","LANDMAN, ALAN","GROW GARDEN"
29,14,0,0,.374,.279,-.708,-.374,-1.391,.294,-1.684,-.433,-1.901,.804,0,"00","LANDMAN, ALAN","LOOK AT PICTURES OF PLANTS"
29,15,0,0,.620,.413,-.964,-.620,-1.391,-.559,-.832,-.757,-2.566,.616,0,"00","LANDMAN, ALAN","READ ANIMAL STORIES"
29,16,0,0,.383,.267,-.742,-.383,-1.391,.468,-1.859,-.459,-1.962,1.040,0,"00","LANDMAN, ALAN","MAKE A MAP"
29,17,0,0,.422,.313,-.755,-.422,-1.391,.045,-1.436,-.491,-2.051,.706,0,"00","LANDMAN, ALAN","WATCH WHAT ANIMALS EAT"
29,18,2,2,1.585,.495,.590,.415,-1.391,-2.256,.865,-.341,-.979,-2.668,2,"02","LANDMAN, ALAN","GO ON PICNIC"
29,19,2,2,1.432,.481,.819,.568,-1.391,-2.161,.770,-.598,-.502,-3.049,2,"02","LANDMAN, ALAN","GO TO ZOO"
29,20,1,1,.101,.094,2.930,.899,-1.391,1.747,-3.137,-2.327,1.747,-1.391,0,"01","LANDMAN, ALAN","WATCH BUGS"
29,21,1,1,.689,.493,.443,.311,-1.391,-.804,-.587,-.892,-.804,-1.391,0,"01","LANDMAN, ALAN","WATCH BIRD MAKE NEST"
29,22,0,0,.419,.322,-.738,-.419,-1.391,-.009,-1.381,-.477,-2.022,.622,0,"00","LANDMAN, ALAN","FIND OUT WHAT ANIMALS EAT"
29,23,2,2,.057,.056,8.234,1.943,-1.391,1.947,-3.337,-6.732,3.739,-3.183,0,"02","LANDMAN, ALAN","WATCH A RAT"
29,24,0,0,.478,.389,-.767,-.478,-1.391,-.320,-1.070,-.525,-2.137,.426,0,"00","LANDMAN, ALAN","FIND OUT WHAT FLOWERS LIVE ON"
29,25,0,0,.302,.249,-.605,-.302,-1.391,.421,-1.812,-.332,-1.614,.645,0,"00","LANDMAN, ALAN","TALK W/FRIENDS ABOUT PLANTS"
30,1,1,1,.932,.280,.128,.068,-1.135,-.892,-.243,-.335,-.892,-1.134,1,"01","NORDGREN, JAN SWEDE","WATCH BIRDS"
30,2,0,0,.698,.538,-.951,-.698,-1.135,-.611,-.524,-.764,-2.286,.541,0,"00","NORDGREN, JAN SWEDE","READ BOOKS ON ANIMALS"
30,3,0,0,.480,.315,-.856,-.480,-1.135,.279,-1.413,-.593,-2.020,1.164,0,"00","NORDGREN, JAN SWEDE","READ BOOKS ON PLANTS"
30,4,0,0,.168,.145,-.442,-.168,-1.135,1.802,-2.936,-.181,-.656,1.324,0,"00","NORDGREN, JAN SWEDE","WATCH GRASS CHANGE"
30,5,0,0,.060,.059,-.248,-.060,-1.135,2.189,-3.323,-.061,.357,.697,0,"00","NORDGREN, JAN SWEDE","FIND BOTTLES AND CANS"
30,6,0,0,.510,.329,-.890,-.510,-1.135,.164,-1.298,-.636,-2.106,1.135,0,"00","NORDGREN, JAN SWEDE","LOOK UP STRANGE ANIMAL OR PLANT"
30,7,0,0,.235,.202,-.523,-.235,-1.135,.994,-2.128,-.254,-1.063,.922,0,"00","NORDGREN, JAN SWEDE","WATCH ANIMAL MOVE"
30,8,0,0,.165,.144,-.434,-.165,-1.135,1.641,-2.775,-.176,-.641,1.148,0,"00","NORDGREN, JAN SWEDE","LOOK IN SIDEWALK CRACKS"
30,9,0,0,.287,.251,-.574,-.287,-1.135,.600,-1.734,-.307,-1.293,.758,0,"00","NORDGREN, JAN SWEDE","LEARN WEED NAMES"
30,10,2,2,1.201,.451,1.189,.799,-1.135,-1.570,.435,-1.060,.473,-3.178,1,"02","NORDGREN, JAN SWEDE","LISTEN TO BIRD SING"
30,11,1,1,1.081,.339,-.138,-.081,-1.135,-1.372,.238,-.424,-1.372,-1.135,1,"01","NORDGREN, JAN SWEDE","FIND WHERE ANIMAL LIVES"
30,12,2,2,1.501,.250,.998,.499,-1.135,-1.139,.005,-.691,-.041,-2.233,2,"02","NORDGREN, JAN SWEDE","GO TO MUSEUM"
30,13,2,2,.822,.728,1.380,1.178,-1.135,-.896,-.238,-1.234,.437,-2.468,0,"02","NORDGREN, JAN SWEDE","GROW GARDEN"
30,14,0,0,.450,.315,-.802,-.450,-1.135,.294,-1.428,-.538,-1.901,1.060,0,"00","NORDGREN, JAN SWEDE","LOOK AT PICTURES OF PLANTS"
30,15,0,0,.730,.447,-1.093,-.730,-1.135,-.559,-.575,-.930,-2.566,.873,1,"00","NORDGREN, JAN SWEDE","READ ANIMAL STORIES"
30,16,0,0,.455,.294,-.840,-.455,-1.135,.468,-1.603,-.566,-1.962,1.296,0,"00","NORDGREN, JAN SWEDE","MAKE A MAP"
30,17,0,0,.508,.353,-.855,-.508,-1.135,.045,-1.180,-.610,-2.051,.962,0,"00","NORDGREN, JAN SWEDE","WATCH WHAT ANIMALS EAT"
30,18,2,2,1.696,.377,.495,.304,-1.135,-2.256,1.121,-.250,-.979,-2.412,2,"02","NORDGREN, JAN SWEDE","GO ON PICNIC"
30,19,2,2,1.546,.409,.710,.454,-1.135,-2.161,1.026,-.468,-.502,-2.793,2,"02","NORDGREN, JAN SWEDE","GO TO ZOO"
30,20,0,0,.128,.117,-.374,-.128,-1.135,1.747,-2.881,-.134,-.373,.985,0,"00","NORDGREN, JAN SWEDE","WATCH BUGS"
30,21,1,1,.820,.531,.247,.180,-1.135,-.804,-.331,-.829,-.804,-1.135,1,"01","NORDGREN, JAN SWEDE","WATCH BIRD MAKE NEST"
30,22,2,2,.507,.366,2.468,1.493,-1.135,-.009,-1.125,-2.846,2.003,-3.147,0,"02","NORDGREN, JAN SWEDE","FIND OUT WHAT ANIMALS EAT"
30,23,1,1,.073,.071,3.472,.927,-1.135,1.947,-3.081,-2.677,1.947,-1.135,0,"01","NORDGREN, JAN SWEDE","WATCH A RAT"
30,24,0,0,.585,.445,-.877,-.585,-1.135,-.320,-.814,-.661,-2.137,.683,0,"00","NORDGREN, JAN SWEDE","FIND OUT WHAT FLOWERS LIVE ON"
30,25,0,0,.371,.292,-.686,-.371,-1.135,.421,-1.556,-.418,-1.614,.901,0,"00","NORDGREN, JAN SWEDE","TALK W/FRIENDS ABOUT PLANTS"
31,1,2,2,1.433,.290,1.053,.567,.614,-.892,1.505,-.787,1.879,-2.156,1,"02","SABILE, JACK","WATCH BIRDS"
31,2,2,2,1.617,.353,.645,.383,.614,-.611,1.225,-.393,1.065,-1.061,2,"02","SABILE, JACK","READ BOOKS ON ANIMALS"
31,3,1,1,1.131,.389,-.211,-.131,.614,.279,.335,-.522,.279,.614,1,"01","SABILE, JACK","READ BOOKS ON PLANTS"
31,4,1,1,.591,.325,.717,.409,.614,1.802,-1.188,-.678,1.802,.614,1,"01","SABILE, JACK","WATCH GRASS CHANGE"
31,5,0,0,.315,.277,-.598,-.315,.614,2.189,-1.575,-.334,.357,2.445,0,"00","SABILE, JACK","FIND BOTTLES AND CANS"
31,6,1,1,1.179,.393,-.286,-.179,.614,.164,.450,-.554,.164,.614,1,"01","SABILE, JACK","LOOK UP STRANGE ANIMAL OR PLANT"
31,7,1,1,.825,.451,.260,.175,.614,.994,-.380,-.657,.994,.614,1,"01","SABILE, JACK","WATCH ANIMAL MOVE"
31,8,1,1,.606,.355,.662,.394,.614,1.641,-1.027,-.713,1.641,.614,1,"01","SABILE, JACK","LOOK IN SIDEWALK CRACKS"
31,9,1,1,1.007,.518,-.010,-.007,.614,.600,.014,-.730,.600,.614,1,"01","SABILE, JACK","LEARN WEED NAMES"
31,10,2,2,1.778,.192,.505,.222,.614,-1.570,2.184,-.238,.473,-1.429,2,"02","SABILE, JACK","LISTEN TO BIRD SING"
31,11,2,2,1.631,.257,.727,.369,.614,-1.372,1.986,-.441,1.135,-1.893,2,"02","SABILE, JACK","FIND WHERE ANIMAL LIVES"
31,12,2,2,1.852,.126,.416,.148,.614,-1.139,1.753,-.160,-.041,-.485,2,"02","SABILE, JACK","GO TO MUSEUM"
31,13,1,1,1.798,.243,-1.618,-.798,.614,-.896,1.510,-2.118,-.896,.614,2,"01","SABILE, JACK","GROW GARDEN"
31,14,0,0,1.135,.417,-1.758,-1.135,.614,.294,.320,-1.897,-1.901,2.809,1,"00","SABILE, JACK","LOOK AT PICTURES OF PLANTS"
31,15,1,1,1.512,.358,-.855,-.512,.614,-.559,1.173,-.969,-.559,.614,2,"01","SABILE, JACK","READ ANIMAL STORIES"
31,16,1,1,1.052,.358,-.087,-.052,.614,.468,.146,-.447,.468,.614,1,"01","SABILE, JACK","MAKE A MAP"
31,17,1,1,1.252,.427,-.386,-.252,.614,.045,.568,-.674,.045,.614,1,"01","SABILE, JACK","WATCH WHAT ANIMALS EAT"
31,18,2,2,1.964,.041,.178,.036,.614,-2.256,2.870,-.034,-.979,-.664,2,"02","SABILE, JACK","GO ON PICNIC"
31,19,2,2,1.918,.083,.286,.082,.614,-2.161,2.774,-.082,-.502,-1.044,2,"02","SABILE, JACK","GO TO ZOO"
31,20,1,1,.530,.358,.785,.470,.614,1.747,-1.133,-.864,1.747,.614,0,"01","SABILE, JACK","WATCH BUGS"
31,21,2,2,1.647,.309,.635,.353,.614,-.804,1.418,-.375,.997,-1.187,2,"02","SABILE, JACK","WATCH BIRD MAKE NEST"
31,22,1,1,1.290,.440,-.437,-.290,.614,-.009,.623,-.742,-.009,.614,1,"01","SABILE, JACK","FIND OUT WHAT ANIMALS EAT"
31,23,1,1,.378,.328,1.087,.622,.614,1.947,-1.333,-1.257,1.947,.614,0,"01","SABILE, JACK","WATCH A RAT"
31,24,1,1,1.467,.419,-.721,-.467,.614,-.320,.934,-1.014,-.320,.614,2,"01","SABILE, JACK","FIND OUT WHAT FLOWERS LIVE ON"
31,25,1,1,1.090,.467,-.132,-.090,.614,.421,.192,-.645,.421,.614,1,"01","SABILE, JACK","TALK W/FRIENDS ABOUT PLANTS"
32,1,1,1,1.260,.292,-.482,-.260,.025,-.892,.917,-.445,-.892,.025,1,"01","ROSSNER, JACK","WATCH BIRDS"
32,2,2,2,1.361,.512,.892,.639,.025,-.611,.636,-.689,1.065,-1.650,2,"02","ROSSNER, JACK","READ BOOKS ON ANIMALS"
32,3,1,1,.900,.391,.159,.100,.025,.279,-.254,-.512,.279,.025,1,"01","ROSSNER, JACK","READ BOOKS ON PLANTS"
32,4,0,0,.413,.277,-.784,-.413,.025,1.802,-1.777,-.503,-.656,2.483,0,"00","ROSSNER, JACK","WATCH GRASS CHANGE"
32,5,0,0,.184,.172,-.444,-.184,.025,2.189,-2.164,-.190,.357,1.857,0,"00","ROSSNER, JACK","FIND BOTTLES AND CANS"
32,6,1,1,.944,.401,.088,.056,.025,.164,-.139,-.517,.164,.025,1,"01","ROSSNER, JACK","LOOK UP STRANGE ANIMAL OR PLANT"
32,7,0,0,.576,.387,-.926,-.576,.025,.994,-.969,-.703,-1.063,2.081,0,"00","ROSSNER, JACK","WATCH ANIMAL MOVE"
32,8,0,0,.415,.291,-.769,-.415,.025,1.641,-1.616,-.495,-.641,2.307,0,"00","ROSSNER, JACK","LOOK IN SIDEWALK CRACKS"
32,9,1,1,.711,.474,.420,.289,.025,.600,-.575,-.815,.600,.025,1,"01","ROSSNER, JACK","LEARN WEED NAMES"
